PO #,Class Description
34864,Vehicle & Equipment
50378,Refreshments
27850,Office Consumables
31679,Anti termite control
32963,Anti termite control
33619,Anti termite control
35781,Anti termite control
40193,Anti termite control
43194,Anti termite control
44469,Anti termite control
44598,Anti termite control
46223,Anti termite control
49197,Anti termite control
33060,Anti termite control
33144,Anti termite control
33981,Anti termite control
34367,Anti termite control
34753,Anti termite control
35193,Anti termite control
35701,Anti termite control
36478,Anti termite control
36928,Anti termite control
37517,Anti termite control
38019,Anti termite control
38133,Anti termite control
38844,Anti termite control
39452,Anti termite control
40045,Anti termite control
40776,Anti termite control
41258,Anti termite control
41774,Anti termite control
42523,Anti termite control
45812,Anti termite control
46820,Anti termite control
47239,Anti termite control
46283,Waterproofing Sundries
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
49197,Anti termite control
26302,Paint Material
30393,Paint Material
33104,Paint Material
34763,Paint Material
36467,Paint Material
39809,Paint Material
42827,Paint Material
45519,Paint Material
46592,Paint Material
48406,Paint Material
50811,Paint Material
52523,Paint Material
55113,Paint Material
56838,Paint Material
58605,Paint Material
60271,Paint Material
61352,Paint Material
62663,Paint Material
30457,Paint Material
30990,Paint Material
47507,Paint Material
40810,Painting
31043,Paint Material
32044,Painting
32208,Painting
48127,Painting Sundries
31295,External Works Sundries
26161,Finishing Sundries
30535,Finishing Sundries
31324,Finishing Sundries
30260,Finishing Sundries
31718,Finishing Sundries
26082,Finishing Sundries
26205,Finishing Sundries
51507,Ceramic & Porcelain
40806,Ceramic & Porcelain
30039,Granite & Marble
31106,Granite & Marble
47251,Granite & Marble
31047,Site Consumables
26206,Site Consumables
30232,Site Consumables
30987,Painting Sundries
47580,Site Consumables
47927,Site Consumables
29906,Finishing Sundries
26204,Tools & Parts
47186,Site Consumables
46074,Site Consumables
36801,Ironmongry
25763,Gypsum
50842,Metal Works
47657,Metal Works
31447,Metal Works
48080,Metal Works
49793,Metal Works
30874,Metal Works
32124,Metal Works
48335,Furniture / Equipments
44030,Furniture / Equipments
44566,Furniture / Equipments
47483,Furniture / Equipments
47608,Furniture / Equipments
47877,Furniture / Equipments
48248,Furniture / Equipments
31925,Furniture / Equipments
32966,Furniture / Equipments
46800,Furniture / Equipments
48078,Furniture / Equipments
47539,Furniture / Equipments
47426,Furniture / Equipments
61592,Furniture / Equipments
36884,Appliances
40740,Appliances
31072,Appliances
31074,Appliances
31073,Appliances
33029,Appliances
47231,Internal Work
35743,Internal Work
47163,Mirrors & Glazing
47779,Mirrors & Glazing
46025,Mirrors & Glazing
33081,Mirrors & Glazing
39637,Mirrors & Glazing
31298,Electrical Works
36231,Electrical Works
37209,Electrical Works
30886,Electrical Works
31515,Electrical Works
31160,Tiling Work
27214,Kerbstone Work
47507,Plaster Work Sundries
26302,Paint Material
33104,Paint Material
39809,Paint Material
42827,Paint Material
45519,Paint Material
48406,Paint Material
50811,Paint Material
52523,Paint Material
55113,Paint Material
56838,Paint Material
58605,Paint Material
60271,Paint Material
61352,Paint Material
62663,Paint Material
30990,Paint Material
32044,Painting
32208,Painting
30792,Paint Material
31006,Paint Material
40810,Paint Material
30987,Painting Sundries
31718,Painting Sundries
48127,Painting Sundries
30535,Finishing Sundries
51507,Ceramic & Porcelain
26082,Site Consumables
31007,Site Consumables
46074,Site Consumables
26205,Tools & Parts
47186,Site Consumables
36801,Ironmongry
49793,Metal Works
32124,Metal Works
47608,Furniture / Equipments
47877,Furniture / Equipments
31925,Furniture / Equipments
32966,Furniture / Equipments
46800,Furniture / Equipments
47539,Furniture / Equipments
47426,Furniture / Equipments
61592,Furniture / Equipments
47231,Internal Work
47163,Mirrors & Glazing
30886,Electrical Works
30792,Paint Material
30990,Paint Material
32044,Painting
32208,Painting
40810,Paint Material
30987,Painting Sundries
48127,Painting Sundries
30535,Site Consumables
47507,Painting Sundries
50211,Site Consumables
26082,Site Consumables
46074,Finishing Sundries
31007,Site Consumables
47927,Site Consumables
36801,Ironmongry
49793,Metal Works
47877,Furniture / Equipments
32966,Furniture / Equipments
46800,Furniture / Equipments
47539,Furniture / Equipments
61592,Furniture / Equipments
47231,Internal Work
61900,Internal Work
30886,Electrical Works
30990,Paint Material
30792,Paint Material
47507,Paint Material
40810,Painting
30987,Painting Sundries
31006,Site Consumables
48127,Site Consumables
31007,Site Consumables
47927,Site Consumables
36801,Ironmongry
47877,Furniture / Equipments
46800,Furniture / Equipments
47539,Furniture / Equipments
61900,Internal Work
30886,Electrical Works
30987,Painting Sundries
47507,Site Consumables
47927,Site Consumables
36801,Ironmongry
47877,Furniture / Equipments
46800,Furniture / Equipments
30886,Electrical Works
30987,Painting Sundries
31006,Finishing Sundries
47507,Site Consumables
36801,Ironmongry
47877,Furniture / Equipments
46800,Furniture / Equipments
47927,Painting Sundries
30987,Site Consumables
36801,Ironmongry
47877,Furniture / Equipments
46800,Furniture / Equipments
61900,Internal Work
47927,Site Consumables
36801,Ironmongry
47877,Furniture / Equipments
46800,Furniture / Equipments
61900,Internal Work
47927,Site Consumables
47507,Tools & Parts
47877,Furniture / Equipments
46800,Furniture / Equipments
47507,Site Consumables
47877,Furniture / Equipments
46800,Furniture / Equipments
47507,Site Consumables
47877,Furniture / Equipments
46800,Furniture / Equipments
47507,Painting Sundries
47877,Furniture / Equipments
46800,Furniture / Equipments
47507,Painting Sundries
47877,Furniture / Equipments
46800,Furniture / Equipments
47507,Site Consumables
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
46800,Furniture / Equipments
47877,Furniture / Equipments
47877,Furniture / Equipments
47877,Furniture / Equipments
47877,Furniture / Equipments
47877,Furniture / Equipments
47877,Furniture / Equipments
47877,Furniture / Equipments
47394,Electrical Sundries
47248,Electrical Sundries
30548,Electrical Sundries
30884,Electrical Sundries
51254,Electrical Sundries
47920,Light Fittings
39653,Electrical Sundries
30367,Switchgear
45599,Light Fittings
28012,Light Fittings
28094,Light Fittings
49560,Light Fittings
28480,Light Fittings
30051,Light Fittings
30124,Light Fittings
36506,Light Fittings
32481,Electrical Sundries
43214,Light Fittings
39776,Light Fittings
45176,Light Fittings
50211,Plumbing & Drainage Sundries
56739,Plumbing & Drainage Sundries
47609,Plumbing & Drainage Sundries
33734,Electrical Sundries
33842,Electrical Sundries
46069,Sanitary Ware
40885,Sanitary Ware
34189,Sanitary Ware
46888,Sanitary Ware
44756,Heaters
45330,Heaters
47326,Heaters
34738,Heaters
35558,Heaters
49352,Heaters
50097,Heaters
30761,Pumps
34196,Pumps
34553,Pumps
35540,Pumps
49329,Pumps
29904,Plumbing & Drainage Sundries
54838,Pipes
33319,Sanitary Ware
34293,Sanitary Ware
36141,Sanitary Ware
31545,Electrical Sundries
36292,Electrical Sundries
41915,Electrical Sundries
50563,Electrical Sundries
42530,MEP
50282,MEP
55565,MEP
51913,HVAC
31935,HVAC
39820,HVAC
47227,HVAC
30565,Fire Fighting
47693,Fire Alarm
50296,Fire Alarm
50837,Fire Alarm
57767,Fire Alarm
36926,Fire Alarm
43327,Fire Alarm
36924,Fire Alarm
59629,Fire Alarm
31897,Fire Alarm
36773,ELV
42578,ELV
49529,ELV
56484,ELV
39334,ELV
55305,ELV
31207,ELV
45773,LPG
46115,LPG
50104,Plumbing
41508,Elevator EscalatorConveyorBelt
46575,Swimming Pool
48079,Swimming Pool
31545,Electrical Sundries
47394,Electrical Sundries
30884,Electrical Sundries
47248,Electrical Sundries
32152,Electrical Sundries
36292,Electrical Sundries
39653,Electrical Sundries
47927,Electrical Sundries
45599,Light Fittings
49560,Light Fittings
28480,Light Fittings
30051,Light Fittings
39776,Light Fittings
32481,Electrical Sundries
36506,Light Fittings
43214,Light Fittings
45176,Light Fittings
50379,Plumbing & Drainage Sundries
50211,Plumbing & Drainage Sundries
47609,Plumbing & Drainage Sundries
31478,Sanitary Ware
34293,Sanitary Ware
34189,Sanitary Ware
45330,Heaters
34196,Heaters
30761,Pumps
34553,Pumps
35540,Pumps
49329,Pumps
29904,Plumbing & Drainage Sundries
51913,MEP
47227,HVAC
50837,Fire Alarm
31897,Fire Alarm
56484,ELV
46115,LPG
39776,Electrical Sundries
32152,Electrical Sundries
47394,Electrical Sundries
47248,Cables & Wires
31545,Electrical Sundries
49560,Light Fittings
30051,Light Fittings
32481,Electrical Sundries
36506,Light Fittings
43214,Light Fittings
47609,Plumbing & Drainage Sundries
34189,Sanitary Ware
45330,Heaters
49329,Pumps
34553,Pumps
35540,Pumps
36292,Electrical Sundries
50379,Electrical Sundries
56484,ELV
51913,Plumbing
26082,Electrical Sundries
30535,Electrical Sundries
39776,Electrical Sundries
43214,Cables & Wires
47248,Cables & Wires
49560,Light Fittings
28480,Light Fittings
30051,Light Fittings
28354,Light Fittings
32481,Electrical Sundries
36506,Light Fittings
34189,Sanitary Ware
45330,Heaters
36292,Electrical Sundries
31545,Electrical Sundries
26082,Electrical Sundries
39776,Electrical Sundries
48127,Electrical Sundries
43214,Cables & Wires
47248,Cables & Wires
49560,Light Fittings
32481,Electrical Sundries
36506,Light Fittings
31006,Plumbing & Drainage Sundries
34553,Pumps
35540,Pumps
31545,Electrical Sundries
36292,Electrical Sundries
47927,Electrical Sundries
39776,Electrical
43214,Cables & Wires
47248,Cables & Wires
49560,Light Fittings
32481,Electrical Sundries
36506,Light Fittings
31545,Electrical Sundries
36292,Electrical Sundries
39776,Electrical
36292,Electrical Sundries
31545,Electrical Sundries
43214,Cables & Wires
47248,Cables & Wires
36506,Light Fittings
39776,Electrical
31545,Electrical Sundries
43214,Cables & Wires
47248,Cables & Wires
36292,Electrical Sundries
43214,Electrical Sundries
47248,Cables & Wires
31545,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
47248,Cables & Wires
31545,Electrical Sundries
47248,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
31545,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
36292,Electrical Sundries
36292,Light Fittings
36292,Electrical Sundries
36292,Electrical Sundries
30984,Miscellaneous
28261,Consulting Fees
31502,Consumables
31075,Parts
26253,Plant
30000,Vehicle & Equipment
30139,Vehicle & Equipment
30207,Vehicle & Equipment
30453,Vehicle & Equipment
30683,Vehicle & Equipment
30784,Vehicle & Equipment
30810,Vehicle & Equipment
31023,Vehicle & Equipment
30792,Diesel & Petrol
30368,Driver
31466,Driver
31699,Driver
31762,Driver
31912,Unskilled Labour
31333,HSE
31028,HSE
39167,HSE
35327,HSE
61900,HSE
32018,Other Expenses
56414,Other Expenses
32152,Other Expenses
31120,Office Expenses
37463,Office Expenses
39849,Office Expenses
40313,Office Expenses
48082,Office Expenses
44665,Office Consumables
47607,Office Consumables
30739,Refreshments
30866,Refreshments
45846,Other Expenses
36995,Other Expenses
37380,Other Expenses
37783,Other Expenses
38112,Other Expenses
38911,Other Expenses
39405,Other Expenses
39909,Other Expenses
40699,Other Expenses
41284,Other Expenses
41742,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
31189,Other Expenses
48508,Other Expenses
56179,Immigration Fees
56698,Immigration Fees
58531,Immigration Fees
61372,Immigration Fees
51023,Immigration Fees
63625,Immigration Fees
35764,Administrative Fees
36003,Administrative Fees
36440,Administrative Fees
36986,Administrative Fees
37349,Administrative Fees
37797,Administrative Fees
51947,Administrative Fees
60809,Administrative Fees
50291,Administrative Fees
34593,Medical Fees
50397,Medical Fees
50409,Medical Fees
51760,Medical Fees
62553,Medical Fees
30984,Miscellaneous
25765,Miscellaneous
31502,Consumables
57546,Parts
31075,Charge
30207,Vehicle & Equipment
30232,Vehicle & Equipment
30453,Vehicle & Equipment
30739,Vehicle & Equipment
31271,Diesel & Petrol
31912,Unskilled Labour
31333,HSE
39167,HSE
61900,Inspection
56414,Other Expenses
39334,Office Expenses
37463,Office Expenses
48082,Office Expenses
40313,Office Consumables
31324,Health & Safety
25869,Refreshments
41742,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
51947,Immigration Fees
60809,Immigration Fees
35764,Administrative Fees
36003,Administrative Fees
36440,Administrative Fees
36986,Administrative Fees
37349,Administrative Fees
58531,Medical Fees
31207,Site Related Fees
31502,Consumables
56414,Parts
30207,Vehicle & Equipment
30453,Vehicle & Equipment
31912,Unskilled Labour
40313,Office Expenses
37463,Office Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
51947,Immigration Fees
60809,Immigration Fees
35764,Administrative Fees
36003,Administrative Fees
36440,Administrative Fees
36986,Administrative Fees
37349,Administrative Fees
34553,Miscellaneous
35540,Miscellaneous
31502,Consumables
30207,Vehicle & Equipment
31912,Driver
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
36986,Administrative Fees
37349,Administrative Fees
37797,Administrative Fees
30207,Vehicle & Equipment
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
38289,Administrative Fees
38925,Administrative Fees
39514,Administrative Fees
61900,Vehicle & Equipment
26082,HSE
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
38289,Administrative Fees
38925,Administrative Fees
39514,Administrative Fees
47507,Miscellaneous
26082,Office Consumables
25663,Refreshments
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
38289,Administrative Fees
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
38289,Administrative Fees
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
43214,Office Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
42042,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
49140,Other Expenses
56254,Other Expenses
62458,Other Expenses
49140,Other Expenses
62458,Other Expenses
56254,Other Expenses
56254,Other Expenses
49140,Other Expenses
62458,Other Expenses
25832,Parts
26150,Waterproofing Sundries
48732,Waterproofing Sundries
25957,Concrete
30331,Concrete
30794,Concrete
25765,Precast Concrete
50379,Shuttering Carpentry Sundries
47038,Block
31145,Block Work Sundries
31271,Block Work Sundries
43814,Waterproofing.
40860,Waterproofing.
26352,Waterproofing.
28431,Waterproofing.
31162,SCREED WORK
43814,Waterproofing.
40860,Waterproofing.
61900,Structural Works
47507,Shuttering Carpentry Sundries
25517,Plaster Work Sundries
30012,Manholes/Gratings
25680,Finishing Sundries
30259,Finishing Sundries
25818,Finishing Sundries
30038,Granite & Marble
30231,Site Consumables
26132,Site Consumables
29905,Finishing Sundries
36230,Electrical Works
37208,Electrical Works
31359,Electrical Works
31516,Electrical Works
31315,Electrical Works
57974,Signages
31159,Tiling Work
30791,Paint Material
31062,Finishing Sundries
30322,Site Consumables
25818,Site Consumables
25517,Site Consumables
30437,Site Consumables
31359,Electrical Works
30437,Plaster Work Sundries
30791,Paint Material
25818,Site Consumables
25517,Site Consumables
30322,Site Consumables
47852,Site Consumables
31359,Electrical Works
30791,Paint Material
25818,Site Consumables
30142,Site Consumables
25517,Site Consumables
30322,Site Consumables
31359,Electrical Works
25818,Finishing Sundries
30437,Site Consumables
47975,Site Consumables
30437,Plaster Work Sundries
25663,Site Consumables
25818,Tools & Parts
30142,Site Consumables
25818,Tools & Parts
30142,Plaster Work Sundries
25818,Site Consumables
30142,Site Consumables
25818,Site Consumables
30142,Site Consumables
25818,Site Consumables
47852,Paint Material
30142,Site Consumables
30142,Plaster Work Sundries
30437,Site Consumables
30437,Site Consumables
48160,Electrical Sundries
61913,Electrical Sundries
32151,Electrical Sundries
60747,Cables & Wires
48108,Plumbing & Drainage Sundries
48010,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
56738,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
47975,Plumbing & Drainage Sundries
40756,Pumps
29900,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
58146,Electrical Sundries
60518,MEP
55566,MEP
58520,HVAC
38037,ELV
60394,Plumbing
62029,MEP
47975,Electrical Sundries
32151,Electrical Sundries
30142,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
48160,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
29900,Plumbing & Drainage Sundries
32151,Electrical Sundries
30142,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
47975,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
47975,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
51845,Pipes
48083,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
48083,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47852,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Pipes
47856,Pipes
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
47856,Plumbing & Drainage Sundries
28260,Consulting Fees
29998,Vehicle & Equipment
30138,Vehicle & Equipment
30203,Vehicle & Equipment
30454,Vehicle & Equipment
30595,Vehicle & Equipment
30682,Vehicle & Equipment
30783,Vehicle & Equipment
31000,Vehicle & Equipment
47974,Vehicle & Equipment
30142,Diesel & Petrol
30791,Diesel & Petrol
51845,Miscellaneous
30366,Driver
31697,Driver
54629,HSE
30386,HSE
25663,HSE
30437,Refreshments
30537,Refreshments
25869,Other Expenses
34032,Site Related Fees
30203,Vehicle & Equipment
30231,Vehicle & Equipment
30454,Vehicle & Equipment
51845,Miscellaneous
30386,HSE
54629,HSE
30537,Refreshments
30203,Vehicle & Equipment
30454,Vehicle & Equipment
51845,Miscellaneous
30537,HSE
54629,HSE
25663,Other Expenses
30203,Vehicle & Equipment
30537,Vehicle & Equipment
25663,Other Expenses
30203,Vehicle & Equipment
30537,Vehicle & Equipment
25663,Other Expenses
30437,Vehicle & Equipment
30437,Vehicle & Equipment
30437,Refreshments
30437,Refreshments
29896,Rebar
57745,Rebar
30330,Concrete
30793,Concrete
30322,Cement
31062,Cement
27231,Waterproofing.
30589,Coring Works Subcon
31161,SCREED WORK
25663,Reinforcement Sundries
27231,Waterproofing.
27231,Waterproofing.
30437,Shuttering Carpentry Sundries
27231,Waterproofing.
30142,Cement
27231,Waterproofing.
30142,Block Work Sundries
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
30437,Shuttering Carpentry Sundries
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27231,Waterproofing.
27948,Excavation
28630,Excavation
26811,Tools & Parts
26928,Tools & Parts
29151,Metal Works
28389,Metal Works
28455,Internal Work
26811,Tools & Parts
26811,Tools & Parts
26956,Site Consumables
27672,Site Consumables
28174,Site Consumables
27980,Consulting Fees
27765,Consulting Fees
27436,Miscellaneous
26905,Diesel & Petrol
26918,Diesel & Petrol
27015,Diesel & Petrol
28168,Diesel & Petrol
28703,Diesel & Petrol
28784,Diesel & Petrol
29833,Unskilled Labour
25130,HSE
28565,Refreshments
28503,Immigration Fees
28493,Medical Fees
27436,Miscellaneous
29833,Skilled Labour
28493,Immigration Fees
27436,Miscellaneous
26127,Diesel & Petrol
27436,Miscellaneous
27436,Miscellaneous
25463,Other Expenses
25845,Other Expenses
26227,Other Expenses
26308,Other Expenses
26510,Other Expenses
27436,Miscellaneous
27436,Miscellaneous
26856,Miscellaneous
27436,Miscellaneous
26856,Rebar
27838,Rebar
27029,Rebar
28406,Concrete
27424,Concrete
27812,Concrete
29107,Concrete
26518,Precast Concrete
26956,Formwork
27672,Formwork
28174,Formwork
27848,Block
28025,Waterproofing.
27289,External Manpower
26856,Rebar
26518,Precast Concrete
26956,Formwork
27672,Formwork
28174,Formwork
26856,Rebar
26956,Formwork
27672,Formwork
28174,Formwork
26856,Rebar
26956,Formwork
27672,Formwork
28174,Formwork
26856,Rebar
27672,Formwork
28174,Formwork
26956,Formwork
26856,Rebar
27672,Formwork
28174,Formwork
25857,Paint Material
43383,Paint Material
43443,Paint Material
45910,Paint Material
45673,Finishing Sundries
45755,Finishing Sundries
40802,Finishing Sundries
40944,Finishing Sundries
40867,Finishing Sundries
45620,Ceramic & Porcelain
45617,Granite & Marble
49590,Site Consumables
45876,Site Consumables
26080,Site Consumables
40563,Finishing Sundries
25860,Site Consumables
45607,Gypsum
45618,Metal Works
45675,Painting Works
43692,Painting Work
41074,Tiling Work
46504,Tiling Work
40802,Plaster Work Sundries
43383,Paint Material
43443,Paint Material
40944,Finishing Sundries
45673,Finishing Sundries
45620,Ceramic & Porcelain
45617,Granite & Marble
40563,Site Consumables
45798,Painting Sundries
25860,Site Consumables
49590,Site Consumables
45675,Painting Works
43692,Painting Work
41074,Tiling Work
46504,Tiling Work
45798,Paint Material
43383,Painting Sundries
45876,Finishing Sundries
40867,Finishing Sundries
40802,Finishing Sundries
41074,Tiling Work
43383,Painting Sundries
45876,Finishing Sundries
40802,Finishing Sundries
41074,Tiling Work
45798,Plaster Work Sundries
43383,Painting Sundries
45876,Finishing Sundries
40802,Finishing Sundries
26080,Site Consumables
41074,Tiling Work
43383,Painting Sundries
40802,Finishing Sundries
26080,Site Consumables
43383,Painting Sundries
40802,Finishing Sundries
26080,Site Consumables
45798,Finishing Sundries
26080,Plaster Work Sundries
40802,Finishing Sundries
45798,Site Consumables
43383,Plaster Work Sundries
45798,Finishing Sundries
43383,Site Consumables
43383,Site Consumables
45557,Light Fittings
45495,Plumbing & Drainage Sundries
45947,Plumbing & Drainage Sundries
45557,Light Fittings
45947,Plumbing & Drainage Sundries
45557,Light Fittings
45947,Plumbing & Drainage Sundries
45557,Light Fittings
45947,Sanitary Ware
45557,Light Fittings
45876,Electrical Sundries
45798,Cables & Wires
25951,Fees
45786,Vehicle & Equipment
45817,Vehicle & Equipment
45909,Vehicle & Equipment
25903,Plant
26085,Plant
45978,Driver
45798,Office Consumables
26085,Fees
40867,Vehicle & Equipment
25903,Plant
26080,Office Consumables
45876,Other Expenses
40563,Miscellaneous
25903,Plant
26080,Refreshments
45798,Office Consumables
43383,Office Consumables
26080,Refreshments
41614,Cement
46196,Cement
25857,Shuttering Carpentry Sundries
26080,Shuttering Carpentry Sundries
45798,Waterproofing Sundries
59568,Plaster Work Sundries
27557,Plaster Work Sundries
28135,Plaster Work Sundries
48162,Paint Material
51614,Paint Material
25501,Painting Sundries
27932,Painting Sundries
33127,Paint Material
33152,Paint Material
33300,Paint Material
37990,Paint Material
38059,Paint Material
38088,Paint Material
38219,Paint Material
45353,Paint Material
45417,Paint Material
45479,Paint Material
45639,Paint Material
51955,Paint Material
37989,Paint Material
38177,Paint Material
51934,Painting
45779,Paint Material
52047,Paint Material
52245,Paint Material
59225,Paint Material
29543,Paint Material
45532,Paint Material
45744,Paint Material
51446,Paint Material
51572,Paint Material
60220,Paint Material
52337,Painting
52382,Painting
52437,Painting
51827,Paint Material
39539,Painting Sundries
25389,Painting Sundries
25388,Painting Sundries
31121,Painting Sundries
51746,Painting Sundries
25391,Painting Sundries
33153,Painting Sundries
51672,Painting Sundries
38438,Manholes/Gratings
28084,Manholes/Gratings
51378,Finishing Sundries
45467,Finishing Sundries
38218,Finishing Sundries
59745,Finishing Sundries
35586,Finishing Sundries
28001,Finishing Sundries
34368,Finishing Sundries
37991,Finishing Sundries
33128,Painting Sundries
51406,Finishing Sundries
52134,Finishing Sundries
25022,Ceramic & Porcelain
25727,Ceramic & Porcelain
26718,Ceramic & Porcelain
25175,Ceramic & Porcelain
27986,Ceramic & Porcelain
28202,Ceramic & Porcelain
29601,Ceramic & Porcelain
45358,Ceramic & Porcelain
59495,Ceramic & Porcelain
57159,Ceramic & Porcelain
27951,Granite & Marble
26488,Granite & Marble
28165,Granite & Marble
36713,Granite & Marble
40598,Granite & Marble
26940,Epoxy
45306,Epoxy
62537,Site Consumables
28628,Site Consumables
48156,Painting Sundries
37752,Site Consumables
62453,Site Consumables
26590,Site Consumables
38150,Site Consumables
33154,Site Consumables
26982,Site Consumables
27046,Site Consumables
38571,Site Consumables
25054,Site Consumables
37640,Site Consumables
38251,Site Consumables
51872,Paint Material
51517,Site Consumables
25471,Site Consumables
52099,Site Consumables
25518,Site Consumables
51431,Site Consumables
27787,Site Consumables
60488,Site Consumables
59872,Site Consumables
26939,Tools & Parts
25281,Tools & Parts
26781,Tools & Parts
27343,Tools & Parts
37978,Tools & Parts
62287,Site Consumables
33301,Painting Sundries
38107,Gypsum
27903,Gypsum
28658,Gypsum
51829,Gypsum
33345,Gypsum
59378,Gypsum Work
60576,Gypsum Work
61859,Gypsum Work
38134,Joinery
27501,Joinery
45311,Joinery
45674,Joinery
59268,Joinery
32987,Joinery
60525,Joinery
59393,Metal Works
27504,Metal Works
51487,Metal Works
57004,Metal Works
61335,Metal Works
26649,Metal Works
28189,Metal Works
28245,Metal Works
28138,Metal Works
61183,Internal Work
32459,Furniture / Equipments
25227,Furniture / Equipments
60047,Furniture / Equipments
32375,Furniture / Equipments
33186,Furniture / Equipments
25940,Internal Work
59227,Internal Work
28092,Internal Work
40722,Internal Work
27344,Painting Works
28656,Painting Works
59294,Flooring
32073,Electrical Works
60546,Signages
32072,Signages
28361,Plaster Work
38374,Painting Work
51801,Painting Work
52258,Painting Work
33654,Painting Work
40009,Painting Work
45966,Painting Work
30520,Tiling Work
