Site,PO,ID No,Vendor,Value
165,43590,19999,Cash,125
165,43591,11582,Safety & Tools Trading & Building Materials,306
167,43592,19999,Cash,306
M26,43593,11251,E-Government,1220
M4,43594,11251,E-Government,497
167,43595,19999,Cash,204
167,43596,11582,Safety & Tools Trading & Building Materials,195
168,43597,11251,E-Government,60
167,43598,19999,Cash,51
167,43599,11582,Safety & Tools Trading & Building Materials,192
163,43600,11251,E-Government,60
167,43601,10201,Al Asas Factories,8360
100,43602,11251,E-Government,6511
167,43603,10239,Abdel Latif,1625
100,43604,19999,Cash,308
166,43605,10159,KG Plastic,10204
166,43606,11237,Aslak Trading & General Contracting,1050
167,43607,30173,Al Hazem Stainless Steel,273249.72
167,43608,19999,Cash,438
163,43609,19999,Cash,18
166,43610,30370,Advanced Materials Company - Qatar L.L.C.,326230.24
167,43611,30370,Advanced Materials Company - Qatar L.L.C.,20600.3
166,43612,11559,UAQ Safety Training Centre,1190
168,43613,19999,Cash,831.75
168,43614,11505,Simsima Tiles Blocks & Interlock Factory,8800
167,43615,10245,Don Construction Products - Qatar W.L.L,765
163,43616,11582,Safety & Tools Trading & Building Materials,4141
167,43617,30318,Aqua Proof Trading & Cotracting Co.,20250
123,43618,19999,Cash,3886
166,43619,19999,Cash,410
166,43620,11582,Safety & Tools Trading & Building Materials,1252.5
166,43621,11254,New Tools and Bolts Trading,480
163,43622,19999,Cash,611.01
167,43623,19999,Cash,943.01
166,43624,19999,Cash,90
166,43625,10151,Hilti Qatar W.L.L,2078.54
166,43626,19999,Cash,450
166,43627,10239,Abdel Latif,2600
167,43628,30392,Future Contracting & Plumbing,335840.89
167,43629,19999,Cash,275
163,43630,19999,Cash,1132.5
163,43631,11582,Safety & Tools Trading & Building Materials,484
100,43632,11466,Cozmo Travel,600
163,43633,11452,Nemer Metal Industries Factory,5715
167,43634,19999,Cash,180
167,43635,11582,Safety & Tools Trading & Building Materials,328
161,43636,19999,Cash,210
161,43637,11351,Jotun Paints Qatar,1350
161,43638,11582,Safety & Tools Trading & Building Materials,105
161,43639,11254,New Tools and Bolts Trading,120
161,43640,11582,Safety & Tools Trading & Building Materials,280
161,43641,19999,Cash,192.5
161,43642,11581,Newtech Eng. & Trd. W.L.L.,2900
167,43643,10137,Qatar Building Co,12400
165,43644,19999,Cash,1109.01
123,43645,30374,Phoenix Contracting & Trading Co.,6000
168,43646,19999,Cash,3500
168,43647,19999,Cash,1800
167,43648,19999,Cash,3200
167,43649,11237,Aslak Trading & General Contracting,10651
165,43650,11237,Aslak Trading & General Contracting,696
167,43651,11237,Aslak Trading & General Contracting,100
167,43652,19999,Cash,880
164,43653,10226,Al - Sahoo Trading Co.,202.99
164,43654,11237,Aslak Trading & General Contracting,1451
100,43655,11565,Management Solutions International,6000
167,43656,11449,Qatar Pipeline & Fittings Co. W.L.L,4568
100,43657,30108,Al-Rafee Enterprises W.L.L,3350
167,43658,11237,Aslak Trading & General Contracting,552
167,43659,11449,Qatar Pipeline & Fittings Co. W.L.L,207
161,43660,11237,Aslak Trading & General Contracting,447
161,43661,10226,Al - Sahoo Trading Co.,2000
167,43662,11560,Al Waab Plastics Factory,486
167,43664,11560,Al Waab Plastics Factory,287
166,43665,19999,Cash,415
164,43666,19999,Cash,50
161,43667,11237,Aslak Trading & General Contracting,9310
166,43668,11251,E-Government,1046.67
167,43669,11251,E-Government,1046.67
168,43670,11251,E-Government,1046.67
165,43671,39068,Praeshwar & Group,12060.1
167,43672,11553,Al-Adraj Building Materials Est.,2142
165,43673,39055,Lokbahadur & Group,2612.81
168,43674,11452,Nemer Metal Industries Factory,3400
167,43675,10130,Khalifa Steel Industries Co,1225
168,43676,19999,Cash,170
168,43677,11582,Safety & Tools Trading & Building Materials,352
166,43678,10239,Abdel Latif,600
163,43679,10239,Abdel Latif,600
167,43680,19999,Cash,380
167,43681,11582,Safety & Tools Trading & Building Materials,437.75
167,43682,10245,Don Construction Products - Qatar W.L.L,600
100,43683,19999,Cash,516.75
168,43684,19999,Cash,300
168,43685,19999,Cash,252
100,43686,19999,Cash,186.5
165,43687,39011,Abdul Kadir & Group,21723.31
161,43688,39079,Mosharaf & Group,1220.12
167,43689,39104,Irfan & Group,1443.97
166,43690,39110,Juman Group,12149.82
166,43691,39085,Raju Ali & Group,4435.92
130,43692,39079,Mosharaf & Group,2435.71
166,43693,10123,Gulf Lights Electr. and Engineering,1000000
167,43694,19999,Cash,72
M10,43695,30239,Emerald Qatar Trading & Contracting Services,3000
163,43696,11452,Nemer Metal Industries Factory,11752
167,43697,19999,Cash,0
167,43698,19999,Cash,0
167,43699,11589,Sea Prince Trading W.L.L.,2353
M4,43700,19999,Cash,916.25
167,43701,11581,Newtech Eng. & Trd. W.L.L.,4157.5
100,43702,30401,Constreite Qatar for Construction Maintenance W.L.,0
163,43703,11237,Aslak Trading & General Contracting,9836.5
165,43704,11237,Aslak Trading & General Contracting,607
100,43705,19999,Cash,61
165,43706,19999,Cash,1150
165,43707,10126,Hempel Paints,1305
167,43708,19999,Cash,445
161,43709,19999,Cash,822
161,43710,11285,Olive Office Trading,3150
100,43711,19999,Cash,442
161,43712,11582,Safety & Tools Trading & Building Materials,47.8
161,43713,19999,Cash,178
161,43714,10245,Don Construction Products - Qatar W.L.L,700
166,43715,19999,Cash,450
166,43716,19999,Cash,1750
166,43717,19999,Cash,400
163,43718,19999,Cash,2546.14
161,43719,11582,Safety & Tools Trading & Building Materials,185
161,43720,11263,Expanded Metal Manufacturing Co. Ltd.,1750
161,43721,10142,Smeet Ready Mix,7444
161,43722,10142,Smeet Ready Mix,32633
167,43723,11455,Laffan Trading and Contracting,17500
M1,43724,19999,Cash,6560
167,43725,10239,Abdel Latif,1000
168,43726,19999,Cash,300
168,43727,19999,Cash,525
168,43728,19999,Cash,550
163,43729,11502,Middle East Merchants,2952
168,43730,19999,Cash,4500
168,43731,19999,Cash,3550
161,43732,19999,Cash,1120
163,43733,19999,Cash,2390
165,43734,19999,Cash,2165.83
166,43735,19999,Cash,949.17
167,43736,10239,Abdel Latif,2475
167,43737,19999,Cash,1496.66
167,43738,10140,Qatar National Cement Co,550
163,43739,10239,Abdel Latif,4850
168,43740,19999,Cash,860
167,43741,10239,Abdel Latif,1000
M10,43742,19999,Cash,100
167,43743,19999,Cash,225
M4,43744,19999,Cash,80
161,43745,19999,Cash,345
161,43746,11500,Awazel International Qatar,4290
163,43747,19999,Cash,550
163,43748,10151,Hilti Qatar W.L.L,740
100,43749,19999,Cash,540
163,43750,10140,Qatar National Cement Co,2750
166,43751,30172,Ismail Bin Ali Furniture Industry WLL,270750
168,43752,19999,Cash,281
144,43753,19999,Cash,5000
161,43754,10131,Marine Trading & Contracting Co.,5500
165,43755,30388,Gulf Technical Service - GTS (W.L.L),550
167,43756,30388,Gulf Technical Service - GTS (W.L.L),1255
167,43757,30412,Red Links Construction W.L.L.,350
167,43758,30396,Unvani Trading & Contracting W.L.L.,550
163,43759,11254,New Tools and Bolts Trading,360
163,43760,19999,Cash,630
163,43761,11582,Safety & Tools Trading & Building Materials,1837.5
100,43762,19999,Cash,150
123,43763,19999,Cash,1214
161,43764,10130,Khalifa Steel Industries Co,14136.3
163,43765,19999,Cash,181
163,43766,11582,Safety & Tools Trading & Building Materials,576
165,43767,19999,Cash,962
163,43768,30420,Abir Star Trading Contracting Hospitality,12888
165,43769,30388,Gulf Technical Service - GTS (W.L.L),7568
167,43770,30388,Gulf Technical Service - GTS (W.L.L),20020
167,43771,30388,Gulf Technical Service - GTS (W.L.L),30918
167,43772,30396,Unvani Trading & Contracting W.L.L.,14080
163,43773,39063,Sharwan Kumar & Group,15981.2
166,43774,30396,Unvani Trading & Contracting W.L.L.,130768
167,43775,30412,Red Links Construction W.L.L.,9380
163,43776,39060,Ram Ishwar & Group,17993.6
163,43777,39043,Man Bahadur Thapa,34967.2
163,43778,39025,Dos Mohamed Group,17949.91
163,43779,39034,Shajahan & Group,3123.3
165,43780,39081,Kamal & Group,51065.09
148,43781,11251,E-Government,1320
M1,43782,11251,E-Government,2000
M4,43783,11251,E-Government,1200
168,43784,19999,Cash,736
166,43785,19999,Cash,300
167,43786,10226,Al - Sahoo Trading Co.,7746.62
167,43787,11581,Newtech Eng. & Trd. W.L.L.,150.5
166,43788,19999,Cash,415
166,43789,10240,ALNAHA FOR TRADING & CONTRACTING,1000
166,43790,19999,Cash,39
161,43791,19999,Cash,0
168,43792,19999,Cash,965.5
167,43793,19999,Cash,965.5
163,43794,19999,Cash,965.5
165,43795,19999,Cash,965.5
167,43796,11237,Aslak Trading & General Contracting,1993.5
167,43797,11449,Qatar Pipeline & Fittings Co. W.L.L,2254
163,43798,19999,Cash,823.28
165,43799,19999,Cash,823.28
168,43800,19999,Cash,823.28
167,43801,19999,Cash,823.28
166,43802,19999,Cash,823.28
167,43803,11237,Aslak Trading & General Contracting,6878
M17,43804,19999,Cash,905
167,43805,11597,Brymax Lighting,40000
167,43806,11395,Aljabor Trading,23800
161,43807,11393,Smeet Precast,2580
161,43808,19999,Cash,2380
167,43809,11254,New Tools and Bolts Trading,480
167,43810,19999,Cash,60
167,43811,11582,Safety & Tools Trading & Building Materials,2205
166,43812,10239,Abdel Latif,1300
144,43813,30370,Advanced Materials Company - Qatar L.L.C.,8800
137.19,43814,30370,Advanced Materials Company - Qatar L.L.C.,205
140,43815,30370,Advanced Materials Company - Qatar L.L.C.,205
123,43816,19999,Cash,616
100,43817,19999,Cash,446.75
165,43818,19999,Cash,4350
167,43819,19999,Cash,528.01
M4,43820,19999,Cash,500
163,43821,19999,Cash,664
167,43822,10240,ALNAHA FOR TRADING & CONTRACTING,4500
168,43823,19999,Cash,9397.5
163,43824,10240,ALNAHA FOR TRADING & CONTRACTING,2500
161,43825,19999,Cash,1077.69
100,43826,19999,Cash,120
161,43827,10130,Khalifa Steel Industries Co,614
168,43828,19999,Cash,6645
168,43829,30370,Advanced Materials Company - Qatar L.L.C.,3037.65
168,43830,19999,Cash,76
168,43831,19999,Cash,178.5
167,43832,10226,Al - Sahoo Trading Co.,15700
167,43833,11581,Newtech Eng. & Trd. W.L.L.,581.5
123,43834,11218,Boom Treatment Company,8400
167,43835,11237,Aslak Trading & General Contracting,1870.84
167,43836,19999,Cash,0
167,43837,11560,Al Waab Plastics Factory,1835
161,43838,11237,Aslak Trading & General Contracting,2362.8
163,43839,11582,Safety & Tools Trading & Building Materials,116.5
163,43840,10159,KG Plastic,10400
166,43841,19999,Cash,180
161,43843,19999,Cash,91
161,43844,11254,New Tools and Bolts Trading,1049.5
163,43845,19999,Cash,865
163,43846,11582,Safety & Tools Trading & Building Materials,570
163,43847,11452,Nemer Metal Industries Factory,190
165,43848,10240,ALNAHA FOR TRADING & CONTRACTING,1000
163,43849,10245,Don Construction Products - Qatar W.L.L,1100
167,43850,11263,Expanded Metal Manufacturing Co. Ltd.,6750
167,43851,10245,Don Construction Products - Qatar W.L.L,3800
166,43852,30427,Al Dana Switchgear,850000
167,43853,11598,Sydney General Trading and Contracting,15680
167,43854,11599,Profile Corporation,13490
167,43855,11590,Oryx Marble & Granite,61120
166,43856,11539,Almoayyed Air Conditioning,100000
M1,43857,19999,Cash,400
166,43858,11539,Almoayyed Air Conditioning,162000
168,43859,11230,Qatar Paving Stones,0
100,43860,19999,Cash,10
168,43861,11520,Trouvay & Cauvin Trading and Services LLC,0
168,43862,10130,Khalifa Steel Industries Co,79295.58
M1,43863,19999,Cash,200
167,43864,19999,Cash,581
163,43865,19999,Cash,611.01
165,43866,19999,Cash,21
164,43867,19999,Cash,16
163,43868,10226,Al - Sahoo Trading Co.,14000
100,43869,19999,Cash,150
163,43870,11237,Aslak Trading & General Contracting,482.5
100,43871,10139,Qatar Islamic Insurance,480
100,43872,10139,Qatar Islamic Insurance,480
100,43873,10139,Qatar Islamic Insurance,480
100,43874,19999,Cash,1074
163,43875,11581,Newtech Eng. & Trd. W.L.L.,295.5
168,43876,11472,Computer Plus,310
M6,43877,19999,Cash,1400
163,43878,11472,Computer Plus,110
167,43880,11600,Lamha Trading Co.,14500
123,43881,11254,New Tools and Bolts Trading,187.5
168,43882,30264,Galaxy Stainless Steel Works Co. W.L.L,91181.45
168,43883,11254,New Tools and Bolts Trading,1621.6
168,43884,11254,New Tools and Bolts Trading,1662
168,43885,19999,Cash,45
163,43886,11237,Aslak Trading & General Contracting,1440
163,43887,11449,Qatar Pipeline & Fittings Co. W.L.L,1438
167,43888,10245,Don Construction Products - Qatar W.L.L,4125
167,43889,30384,Al Mahazem Trading,6000
163,43890,10239,Abdel Latif,600
168,43891,11254,New Tools and Bolts Trading,5361.2
167,43892,11254,New Tools and Bolts Trading,1006
163,43893,11254,New Tools and Bolts Trading,1100
168,43894,10245,Don Construction Products - Qatar W.L.L,510
163,43895,10140,Qatar National Cement Co,2750
165,43896,10126,Hempel Paints,3465
165,43897,10245,Don Construction Products - Qatar W.L.L,690
100,43898,11251,E-Government,5091
163,43899,10239,Abdel Latif,4250
167,43900,19999,Cash,99
167,43901,10245,Don Construction Products - Qatar W.L.L,900
167,43902,19999,Cash,530
161,43903,10245,Don Construction Products - Qatar W.L.L,1390
163,43904,19999,Cash,293
100,43905,19999,Cash,797.75
163,43906,19999,Cash,184
167,43907,19999,Cash,140
167,43908,19999,Cash,250
168,43909,10142,Smeet Ready Mix,57540
161,43910,19999,Cash,80
161,43911,19999,Cash,1904
168,43912,19999,Cash,595
167,43913,19999,Cash,1009
163,43914,19999,Cash,1971
167,43915,10239,Abdel Latif,1625
163,43916,11505,Simsima Tiles Blocks & Interlock Factory,61514
166,43917,10140,Qatar National Cement Co,7007.76
161,43918,19999,Cash,163
167,43919,10201,Al Asas Factories,6080
166,43920,10245,Don Construction Products - Qatar W.L.L,1900
166,43921,19999,Cash,3871
166,43922,10239,Abdel Latif,1625
161,43923,11254,New Tools and Bolts Trading,363
163,43924,10151,Hilti Qatar W.L.L,211.24
168,43925,30428,Elegancia Steel,839426
100,43926,11251,E-Government,3600
167,43927,11581,Newtech Eng. & Trd. W.L.L.,17500
165,43928,11237,Aslak Trading & General Contracting,1970
165,43929,11449,Qatar Pipeline & Fittings Co. W.L.L,6204.86
M26,43930,11251,E-Government,36440
163,43931,11237,Aslak Trading & General Contracting,825
166,43932,11251,E-Government,2260
165,43933,11251,E-Government,290
163,43934,11251,E-Government,2140
M4,43935,11251,E-Government,1057
161,43936,11251,E-Government,630
161,43937,11237,Aslak Trading & General Contracting,10069
168,43938,11251,E-Government,2320
100,43939,11251,E-Government,7990
163,43940,11254,New Tools and Bolts Trading,717
167,43941,11254,New Tools and Bolts Trading,785
167,43942,19999,Cash,90
161,43943,10142,Smeet Ready Mix,6625
161,43944,11490,Gulf Additive Factory,760
161,43945,11254,New Tools and Bolts Trading,1200
M1,43946,19999,Cash,4700
M1,43947,19999,Cash,1850
165,43948,19999,Cash,1020
165,43949,11254,New Tools and Bolts Trading,800
163,43950,10245,Don Construction Products - Qatar W.L.L,510
167,43951,19999,Cash,200
168,43952,10239,Abdel Latif,2925
166,43953,11606,Artcorp Int'l.,11500
163,43954,30313,Sawakin Maintenance & Cleaning Company,300
167,43955,11601,Hira W.L.L.,48634.72
163,43956,19999,Cash,231
167,43957,10239,Abdel Latif,2275
163,43958,10239,Abdel Latif,600
167,43959,11254,New Tools and Bolts Trading,132
100,43960,19999,Cash,20
163,43961,10140,Qatar National Cement Co,8279.8
167,43962,10140,Qatar National Cement Co,7083
166,43963,11584,Sanipex Qatar,179403.67
166,43964,19999,Cash,1293
167,43965,11337,Power Max Trading and Contracting Co. W.L.L,4091
167,43966,11560,Al Waab Plastics Factory,2734
167,43967,19999,Cash,664
163,43968,19999,Cash,860.03
167,43969,11237,Aslak Trading & General Contracting,969.5
166,43970,11237,Aslak Trading & General Contracting,5410
161,43971,10140,Qatar National Cement Co,1152.8
161,43972,10245,Don Construction Products - Qatar W.L.L,513
161,43973,19999,Cash,100.5
161,43974,11254,New Tools and Bolts Trading,178.7
167,43975,19999,Cash,118
167,43976,19999,Cash,1010
163,43977,19999,Cash,190
100,43978,11251,E-Government,410
100,43979,19999,Cash,389.5
168,43980,19999,Cash,83
168,43981,19999,Cash,508
139,43982,30289,Metri Engineering Services W.L.L,1480
100,43983,19999,Cash,871.25
123,43984,19999,Cash,401
166,43985,11602,S.B.K. Projects W.L.L.,170832
168,43986,30429,ID Studio Trading W.L.L.,2087365.43
M169,43987,30275,Universal Design Center,100000
161,43988,11490,Gulf Additive Factory,1100
100,43989,10118,Doha Takaful,88401
122,43990,10118,Doha Takaful,26466
M147,43991,10118,Doha Takaful,6743
M17,43992,10118,Doha Takaful,8625
M11,43993,10118,Doha Takaful,41121
100,43994,19999,Cash,2000
168,43995,11505,Simsima Tiles Blocks & Interlock Factory,26940
168,43996,10239,Abdel Latif,4250
167,43997,10140,Qatar National Cement Co,550
167,43998,19999,Cash,148.5
163,43999,10239,Abdel Latif,975
166,44000,10140,Qatar National Cement Co,565.84
166,44001,19999,Cash,1336
167,44002,19999,Cash,600
167,44003,11237,Aslak Trading & General Contracting,1375
167,44004,11584,Sanipex Qatar,50555.77
166,44005,30393,Dream Glass Trading & Contracting W.L.L,350284.06
165,44006,30388,Gulf Technical Service - GTS (W.L.L),7568
M26,44007,11488,GoDo Delivery,8200
M26,44008,11488,GoDo Delivery,11940
M26,44009,11488,GoDo Delivery,5819
165,44010,30171,IBA Aluminium,14400
166,44011,11254,New Tools and Bolts Trading,3511.8
167,44012,11553,Al-Adraj Building Materials Est.,1045
100,44013,11466,Cozmo Travel,1860
168,44014,10140,Qatar National Cement Co,604.56
168,44015,10140,Qatar National Cement Co,557.04
168,44016,19999,Cash,1000
168,44017,10239,Abdel Latif,3000
167,44018,11254,New Tools and Bolts Trading,480
167,44019,19999,Cash,85
163,44020,19999,Cash,525
166,44021,10239,Abdel Latif,1300
161,44022,11254,New Tools and Bolts Trading,390
161,44023,10245,Don Construction Products - Qatar W.L.L,1450
100,44024,19999,Cash,692.75
123,44025,30374,Phoenix Contracting & Trading Co.,1500
167,44026,30313,Sawakin Maintenance & Cleaning Company,2360
161,44027,11351,Jotun Paints Qatar,275
161,44028,10126,Hempel Paints,555.2
144,44029,30246,National Mattress Factory,4250
137.19,44030,11578,Il Fiore Rosso Trading & Decoration,900
148,44031,30430,Artec Water Technology for Trad. & Cont. W.L.L.,3000
167,44032,30421,Doha Pools & Landscape W.L.L.,147536.39
165,44033,19999,Cash,40
167,44034,10226,Al - Sahoo Trading Co.,833
167,44035,11449,Qatar Pipeline & Fittings Co. W.L.L,299
167,44036,11581,Newtech Eng. & Trd. W.L.L.,1400
166,44037,19999,Cash,8
166,44038,19999,Cash,18
166,44039,19999,Cash,581
165,44040,19999,Cash,213
M4,44041,19999,Cash,30
167,44042,11600,Lamha Trading Co.,3456
167,44043,19999,Cash,4460
166,44044,10245,Don Construction Products - Qatar W.L.L,1250
166,44045,11254,New Tools and Bolts Trading,850
167,44046,11254,New Tools and Bolts Trading,2059
167,44047,19999,Cash,1050
163,44048,11254,New Tools and Bolts Trading,1822.35
167,44049,19999,Cash,1795.5
167,44050,10247,Union Trading Center,2500
123,44051,19999,Cash,779
100,44052,19999,Cash,592
167,44053,10130,Khalifa Steel Industries Co,4600
167,44054,10245,Don Construction Products - Qatar W.L.L,3800
163,44055,10245,Don Construction Products - Qatar W.L.L,825
161,44056,11351,Jotun Paints Qatar,900
167,44057,11254,New Tools and Bolts Trading,1062
167,44058,11254,New Tools and Bolts Trading,600
168,44059,19999,Cash,11200
167,44060,10201,Al Asas Factories,1045
167,44061,10239,Abdel Latif,850
167,44062,10239,Abdel Latif,1625
167,44063,11603,Global Survey,1500
161,44064,19999,Cash,455
166,44065,19999,Cash,16
161,44066,19999,Cash,16
161,44067,19999,Cash,25
168,44068,30431,Al Mana Maples W.L.L.,1531440
167,44069,30171,IBA Aluminium,8790
163,44070,19999,Cash,216
163,44071,19999,Cash,44
163,44072,11254,New Tools and Bolts Trading,532
168,44073,11452,Nemer Metal Industries Factory,200
167,44074,11553,Al-Adraj Building Materials Est.,3240
167,44075,19999,Cash,118
163,44076,19999,Cash,285
166,44077,30172,Ismail Bin Ali Furniture Industry WLL,339481
166,44078,19999,Cash,581
165,44079,10140,Qatar National Cement Co,548.24
163,44080,10239,Abdel Latif,5875
163,44081,10140,Qatar National Cement Co,2750
163,44082,10245,Don Construction Products - Qatar W.L.L,700
163,44083,19999,Cash,1275
167,44084,19999,Cash,943
167,44085,19999,Cash,140
167,44086,19999,Cash,50
166,44087,11254,New Tools and Bolts Trading,190
161,44088,19999,Cash,176
161,44089,11254,New Tools and Bolts Trading,540
167,44090,19999,Cash,103
167,44091,10245,Don Construction Products - Qatar W.L.L,1140
161,44092,19999,Cash,660
168,44093,11254,New Tools and Bolts Trading,3131.1
168,44094,10245,Don Construction Products - Qatar W.L.L,255
168,44095,19999,Cash,740
166,44096,10247,Union Trading Center,5000
167,44097,10239,Abdel Latif,600
167,44098,10140,Qatar National Cement Co,1650
161,44099,11237,Aslak Trading & General Contracting,485
161,44100,11449,Qatar Pipeline & Fittings Co. W.L.L,6081
161,44101,10226,Al - Sahoo Trading Co.,2000.73
167,44102,11237,Aslak Trading & General Contracting,609
166,44103,11600,Lamha Trading Co.,7380.47
167,44104,11237,Aslak Trading & General Contracting,4590
166,44105,10159,KG Plastic,24800
100,44106,19999,Cash,306.5
167,44107,30379,Granity Marble & Granite W.L.L.,132061.8
100,44108,11437,Al Raeda Consultancy & Quality,24000
163,44109,11254,New Tools and Bolts Trading,330
163,44110,19999,Cash,444
167,44111,10245,Don Construction Products - Qatar W.L.L,7600
168,44112,10239,Abdel Latif,600
166,44113,30388,Gulf Technical Service - GTS (W.L.L),80956
100,44114,19999,Cash,625
123,44115,19999,Cash,190
165,44116,19999,Cash,1327
168,44117,19999,Cash,176
100,44118,11472,Computer Plus,8500
167,44119,30382,Al Malki Trading & Contracting Co.,498007.81
167,44120,30420,Abir Star Trading Contracting Hospitality,288
165,44121,30420,Abir Star Trading Contracting Hospitality,13272
167,44122,30388,Gulf Technical Service - GTS (W.L.L),64910
123,44123,11218,Boom Treatment Company,11900
167,44124,30432,Equipt Supplier,267285.41
161,44125,10151,Hilti Qatar W.L.L,1750.02
163,44126,11237,Aslak Trading & General Contracting,1310
168,44127,10140,Qatar National Cement Co,587.4
165,44128,19999,Cash,200
168,44129,30323,Diamond Builders Trading & Contracting W.L.L,700000
167,44130,19999,Cash,220.01
166,44131,10239,Abdel Latif,1625
166,44132,19999,Cash,1400
166,44133,19999,Cash,127
167,44134,19999,Cash,134
161,44135,10196,Capital Trading Est.,926.2
168,44136,11254,New Tools and Bolts Trading,203
168,44137,11505,Simsima Tiles Blocks & Interlock Factory,9528
163,44138,19999,Cash,120
161,44139,10159,KG Plastic,1844.5
163,44140,19999,Cash,664
167,44141,19999,Cash,611
163,44142,19999,Cash,60
167,44143,11581,Newtech Eng. & Trd. W.L.L.,3600
163,44144,11581,Newtech Eng. & Trd. W.L.L.,2205.75
168,44145,19999,Cash,8.33
167,44146,19999,Cash,8.33
166,44147,19999,Cash,8.33
165,44148,19999,Cash,8.33
163,44149,19999,Cash,8.33
161,44150,19999,Cash,8.33
168,44151,19999,Cash,24.4
166,44152,19999,Cash,24.4
167,44153,19999,Cash,24.4
165,44154,19999,Cash,24.4
163,44155,19999,Cash,24.4
167,44156,19999,Cash,50
163,44157,11237,Aslak Trading & General Contracting,621
166,44158,19999,Cash,50
163,44159,19999,Cash,50
165,44160,19999,Cash,50
100,44161,19999,Cash,329
163,44162,10239,Abdel Latif,2225
167,44163,19999,Cash,475.82
167,44164,10239,Abdel Latif,1625
166,44165,19999,Cash,475.82
165,44166,19999,Cash,475.82
163,44167,11254,New Tools and Bolts Trading,738
167,44168,19999,Cash,2320
167,44169,19999,Cash,240
161,44170,11254,New Tools and Bolts Trading,35
161,44171,11351,Jotun Paints Qatar,900
100,44172,19999,Cash,547
100,44173,10139,Qatar Islamic Insurance,400
161,44174,10139,Qatar Islamic Insurance,2675
165,44175,10139,Qatar Islamic Insurance,750
167,44176,11596,Zynax Trading and Contracting W.L.L.,140000.02
168,44177,19999,Cash,155
100,44178,10234,Qatar Fuel (WOQOD),6317.6
m27,44179,10234,Qatar Fuel (WOQOD),243.8
M17,44180,10234,Qatar Fuel (WOQOD),2490.4
167,44181,19999,Cash,155
163,44182,19999,Cash,155
161,44183,19999,Cash,155
161,44184,10234,Qatar Fuel (WOQOD),13470.24
168,44185,19999,Cash,408.4
163,44186,10234,Qatar Fuel (WOQOD),17674.13
165,44187,10234,Qatar Fuel (WOQOD),15408.9
166,44188,10234,Qatar Fuel (WOQOD),17238.44
167,44189,10234,Qatar Fuel (WOQOD),13731.17
168,44190,10234,Qatar Fuel (WOQOD),7876.82
167,44191,30303,Mizpah Trading & Contracting WLL,6920
167,44192,11553,Al-Adraj Building Materials Est.,4200
167,44193,11553,Al-Adraj Building Materials Est.,2560
166,44195,11472,Computer Plus,645
168,44196,11237,Aslak Trading & General Contracting,65
168,44197,11254,New Tools and Bolts Trading,2681.3
166,44198,10239,Abdel Latif,850
163,44199,19999,Cash,3780
167,44200,19999,Cash,450
167,44201,19999,Cash,101
164,44202,11581,Newtech Eng. & Trd. W.L.L.,3375
167,44203,19999,Cash,704
167,44204,19999,Cash,408.4
163,44205,19999,Cash,408.4
161,44206,19999,Cash,408.4
166,44207,19999,Cash,408.4
167,44208,11258,Falkland Electricals and Trading Co. W.L.L,8175
139,44209,30289,Metri Engineering Services W.L.L,800
168,44210,19999,Cash,450
168,44211,19999,Cash,720
166,44212,19999,Cash,400
M4,44213,19999,Cash,3600
167,44214,10226,Al - Sahoo Trading Co.,759.23
167,44216,11449,Qatar Pipeline & Fittings Co. W.L.L,2934
167,44217,11560,Al Waab Plastics Factory,2498
167,44218,19999,Cash,180
M4,44219,19999,Cash,70
167,44220,11581,Newtech Eng. & Trd. W.L.L.,9381.27
164,44221,19999,Cash,1010
167,44222,19999,Cash,890
M4,44223,19999,Cash,693
168,44224,10245,Don Construction Products - Qatar W.L.L,635
168,44225,19999,Cash,1311
163,44226,11254,New Tools and Bolts Trading,366
163,44227,19999,Cash,770
167,44228,19999,Cash,1485
167,44229,11254,New Tools and Bolts Trading,1857
166,44230,19999,Cash,2765
167,44231,19999,Cash,261
163,44232,11452,Nemer Metal Industries Factory,380
167,44233,11604,Poomas Ledea Trading WLL,2664
167,44234,10131,Marine Trading & Contracting Co.,2500
168,44235,19999,Cash,748
100,44236,11459,Petrogold Trading & Contracting Co. W.L.L,3500
163,44237,10226,Al - Sahoo Trading Co.,640
163,44238,11449,Qatar Pipeline & Fittings Co. W.L.L,184
167,44239,10226,Al - Sahoo Trading Co.,640
167,44240,11449,Qatar Pipeline & Fittings Co. W.L.L,845
167,44241,11560,Al Waab Plastics Factory,655
167,44242,11581,Newtech Eng. & Trd. W.L.L.,315
167,44244,11237,Aslak Trading & General Contracting,738
167,44245,10159,KG Plastic,456
167,44246,11254,New Tools and Bolts Trading,1158.6
168,44247,19999,Cash,250
168,44248,10140,Qatar National Cement Co,6500
168,44249,19999,Cash,898.5
161,44250,19999,Cash,210
166,44251,19999,Cash,581
161,44252,11254,New Tools and Bolts Trading,1018.75
167,44253,10130,Khalifa Steel Industries Co,4600
168,44254,11254,New Tools and Bolts Trading,480
100,44255,11442,Zoom Trading W.L.L,817
167,44256,30172,Ismail Bin Ali Furniture Industry WLL,88235.97
163,44257,19999,Cash,445
167,44258,19999,Cash,1079
163,44259,19999,Cash,224
167,44260,10142,Smeet Ready Mix,29450
167,44261,19999,Cash,1700
167,44262,11254,New Tools and Bolts Trading,297
167,44263,11254,New Tools and Bolts Trading,590
163,44264,10140,Qatar National Cement Co,2750
