Site,PO,ID No,Vendor,Value
173,60949,10234,Qatar Fuel (WOQOD),116722.33
175,60950,10234,Qatar Fuel (WOQOD),13672.29
176,60951,10234,Qatar Fuel (WOQOD),54035.81
M18,60952,10234,Qatar Fuel (WOQOD),3083.67
181,60953,10234,Qatar Fuel (WOQOD),520.17
100,60954,30367,2M Trading & Contracting Co.,5500
173,60955,10209,Madar Building Materials,6720
173,60956,11834,Al Alia Trading & Transporting Services WLL,18990.7
173,60957,19999,Cash,668
166,60958,19999,Cash,63
169,60959,19999,Cash,185
100,60960,19999,Cash,2000
1061,60961,11541,Al Kuwaiti Stores W.L.L.,112
173,60962,11732,Nay Trading Co. W.L.L.,2150
166,60963,11541,Al Kuwaiti Stores W.L.L.,466.5
100,60964,19999,Cash,26
100,60965,19999,Cash,725
100,60966,19999,Cash,1081.5
168,60967,11600,Lamha Trading Co.,340
175,60968,11482,Qatar Factory For Fire Fighting Equipment,135
M1,60969,19999,Cash,1560
175,60970,39125,Equipment Trading & Contracting Co. WLL,446
176,60971,19999,Cash,13
176,60972,19999,Cash,250
100,60973,17765,Al Attiya Motors and Trading Co.,8200
173,60974,19999,Cash,24
176,60975,19999,Cash,280
169,60976,30392,Future Contracting & Plumbing,49643.87
150,60977,30468,Jawadco Trading & Servoces,700
1061,60978,19999,Cash,65
181,60979,10239,Abdel Latif,3600
173,60981,31036,Tadmur Solid Surface Factory,310080
181,60982,11237,Aslak Trading & General Contracting,704
176,60983,11782,Bitumode Qatar Waterproofing,5500
100,60984,11792,Sharq Law Firm,35000
169,60985,31011,Granite & Marble Source Trading,18107.6
176,60987,30387,Al Anis Trading Co. W.L.L.,1800
176,60988,11832,Casting Trading Contracting & Services,2000
M4,60989,19999,Cash,2670
m30,60990,11297,Almana and Partners W.L.L,58000
175,60991,11284,Almoayyed Commercial Services,660
173,60992,11649,AMAR CERAMICS TRADING W.L.L,177664
100,60993,31029,Mohammed Hussain Saleh Al Abdulghani Trading Co.,760
M17,60994,19999,Cash,930
173,60995,11732,Nay Trading Co. W.L.L.,3621.8
173,60996,30291,Safeguard Trading & Contracting Co.,100
173,60997,11237,Aslak Trading & General Contracting,1315
176,60998,30575,JABAL HIMALAYA CONSULTANCY,500
181,60999,10245,Don Construction Products - Qatar W.L.L,250
181,61000,30361,Grace Qatar Trading & Contracting W.L.L.,5600
181,61001,30318,Aqua Proof Trading & Cotracting Co.,1500
176,61002,11804,Beverly Hills Plastic Factory WLL,444
176,61003,11732,Nay Trading Co. W.L.L.,189
M39,61004,10239,Abdel Latif,2750
176,61006,19999,Cash,1804
122,61007,30364,Concreters Restoration Buildings W.L.L.,22000
173,61008,31055,Multilink Trading & Contracting W.L.L,210000
173,61009,11528,Aamal Readymix W.L.L.,382500
100,61010,19999,Cash,15
173,61011,19999,Cash,3822
181,61012,11546,Al-Sehmiah Cement Products,36755
176,61013,11541,Al Kuwaiti Stores W.L.L.,2720
176,61014,30291,Safeguard Trading & Contracting Co.,75
173,61015,17784,Centre Testing International Corporation,2190
175,61016,19999,Cash,164
176,61017,19999,Cash,375
175,61018,19999,Cash,245
176,61019,19999,Cash,738.5
176,61020,30541,Qatar International Safety Centre WLL,500
175,61021,39125,Equipment Trading & Contracting Co. WLL,425
169,61023,19999,Cash,164
176,61024,30388,Gulf Technical Service - GTS (W.L.L),64000
M30,61025,19999,Cash,16
M7,61026,19999,Cash,1520
100,61027,19999,Cash,602.65
122,61028,19999,Cash,35
123,61029,19999,Cash,97.5
129,61030,19999,Cash,23
M30,61031,19999,Cash,90
M7,61032,19999,Cash,4167.5
M163,61033,11237,Aslak Trading & General Contracting,486.7
1061,61034,10234,Qatar Fuel (WOQOD),180.4
175,61035,39125,Equipment Trading & Contracting Co. WLL,840
175,61036,19999,Cash,738
M18,61037,19999,Cash,625
100,61038,19999,Cash,230
M177,61039,31037,AL HEMAYA INSURANCE BROKERAGE WLL,89000
100,61040,19999,Cash,999.75
100,61041,19999,Cash,70
M7,61042,19999,Cash,24
1061,61043,30535,Boecker Public Saftey LL,20000
123,61044,19999,Cash,45
M7,61045,19999,Cash,123
M178,61046,31037,AL HEMAYA INSURANCE BROKERAGE WLL,125900
M7,61047,19999,Cash,200
181,61048,19999,Cash,445
1111,61049,19999,Cash,93
100,61050,19999,Cash,200
169,61051,30239,Emerald Qatar Trading & Contracting Services,20000
100,61053,19999,Cash,40
100,61054,19999,Cash,30
173,61055,19999,Cash,170
M7,61056,19999,Cash,90
173,61057,19999,Cash,1053
M7,61058,11237,Aslak Trading & General Contracting,1440
181,61059,19999,Cash,60
M30,61060,19999,Cash,60
176,61061,19999,Cash,170
175,61062,19999,Cash,0
173,61063,19999,Cash,700
176,61064,10243,Al Obaidly Trading & Services W.L.L.,68
M7,61066,19999,Cash,50
176,61067,19999,Cash,350
122,61068,10226,Al - Sahoo Trading Co.,2585
122,61069,11600,Lamha Trading Co.,845.8
M18,61070,11600,Lamha Trading Co.,646
M18,61071,19999,Cash,160
M7,61072,11600,Lamha Trading Co.,265
176,61073,19999,Cash,225
176,61075,39123,United Cooperation General Trading WLL,405
176,61076,19999,Cash,460
173,61078,39123,United Cooperation General Trading WLL,780
169,61079,11637,Sika Qatar LLC,995
173,61080,19999,Cash,1276
M177,61081,19999,Cash,1000
176,61082,31003,Teyseer Motors W.L.L,4900
173,61084,19999,Cash,2000
166,61085,11794,Grace Engineering & Technical Services W.L.L.,4100
100,61086,19999,Cash,42
129,61087,11719,Globelink West Star Shipping W.L.L.,8148
100,61088,19999,Cash,500
122,61089,31048,PREMIER CONTRACTING WLL,750
176,61090,19999,Cash,772
173,61091,19999,Cash,1206
173,61092,17777,Qatar Aerated Concrete Industries Co. W.L.L.,98031.8
181,61093,19999,Cash,1880
181,61094,19999,Cash,52.02
175,61095,19999,Cash,274.75
169,61096,19999,Cash,53
176,61097,11320,Fahad Bin Abdulla Block & Interlock Factory,8010
173,61098,11637,Sika Qatar LLC,1540
176,61099,11552,National Paints Factories Co. W.L.L.,341
173,61100,10243,Al Obaidly Trading & Services W.L.L.,910.5
100,61101,19999,Cash,300
173,61102,30543,Imalco Ibrahim Mohd. Al-Khulaifi Trdg. Co.,1500
173,61103,19999,Cash,106
173,61104,11847,United Gulf Cement Company,27500
175,61105,19999,Cash,817.75
M18,61106,11541,Al Kuwaiti Stores W.L.L.,1091
173,61107,11410,Unipro Qatar,3500
169,61108,30291,Safeguard Trading & Contracting Co.,1540
100,61109,11777,Computer Mart Trading,55
1061,61110,19999,Cash,10
181,61111,19999,Cash,16
M7,61112,19999,Cash,523
176,61113,11732,Nay Trading Co. W.L.L.,501.78
176,61114,19999,Cash,150
166,61115,11732,Nay Trading Co. W.L.L.,72.5
173,61116,11732,Nay Trading Co. W.L.L.,3380.8
M178,61117,11305,Gulf Organisation for research and Development,134693.43
173,61119,17780,Growth Empowerment Trading & Contracting W.L.L,105000
173,61120,19999,Cash,180
176,61121,30539,Vibrant Consultancy W.L.L,2950
181,61122,11732,Nay Trading Co. W.L.L.,1085.75
100,61123,11424,Al Mana Motor Company,1337
173,61124,19999,Cash,5462
176,61125,10137,Qatar Building Co,15893.45
176,61126,19999,Cash,2788
181,61127,19999,Cash,492
M7,61128,19999,Cash,328
175,61129,19999,Cash,214
176,61130,19999,Cash,300
176,61131,19999,Cash,573
173,61132,30383,ABCO AM Equipment Trading W.L.L.,650
122,61133,31048,PREMIER CONTRACTING WLL,550
M18,61134,19999,Cash,321
176,61135,11832,Casting Trading Contracting & Services,1335.02
176,61136,11278,Concord Surveying Works Co.,7000
181,61137,19999,Cash,248
169,61138,19999,Cash,51
123,61139,19999,Cash,73
M1,61140,10139,Qatar Islamic Insurance,1200
100,61141,19999,Cash,875
123,61142,19999,Cash,858.4
173,61143,11559,UAQ Safety Training Centre,1760
M39,61144,11857,Connections Middle East,8500
176,61145,19999,Cash,220
176,61146,19999,Cash,1031
100,61147,19999,Cash,93
176,61148,19999,Cash,500
M18,61149,19999,Cash,129
100,61150,19999,Cash,6350
176,61151,19999,Cash,4458
175,61152,19999,Cash,20
169,61153,10245,Don Construction Products - Qatar W.L.L,290
181,61154,11452,Nemer Metal Industries Factory,375
173,61155,19999,Cash,20
M163,61156,31056,Kanaan Fire and Saftey W.L.L,11000
176,61157,19999,Cash,153
100,61158,19999,Cash,99.47
100,61159,19999,Cash,90
173,61160,39037,Jagsir Singh & Group,81192.94
173,61161,39131,JATINDER PAL,92448.63
173,61162,39121,Jahangir Hossain & Group,50838.65
173,61163,39025,Dos Mohamed Group,23183.79
173,61164,39112,Bajrang Singh & Group,36330.74
173,61165,39055,Lokbahadur & Group,17808.79
173,61166,39014,Ibrahim & Group,21094.09
173,61167,39132,KADIR MUSALMAN,23405.37
173,61168,19999,Cash,695
173,61169,39092,Bhalakaji Group,21718.83
173,61170,39079,Mosharaf & Group,18875.13
173,61171,39081,Kamal & Group,16882.8
176,61172,39129,ARTHAR MASIH,8342.21
176,61173,39069,Sunil Sharma & Group,10562.95
181,61174,39128,ARJUN SARKAR,10085.77
181,61175,39127,Jitendra Chaudhary,5339.52
181,61176,39136,Arif Mohammad Ullah,3749.8
173,61177,19999,Cash,1848
M30,61178,11241,Al-Ta'adhod Group Trading & Contracting,190000
173,61179,19999,Cash,1765
M7,61180,11237,Aslak Trading & General Contracting,763
181,61181,11858,SEASHORE HYDRAULIC CENTER,1000
100,61182,19999,Cash,170
129,61183,30398,Elite Sports,110000
M163,61184,17785,Water Wheel Projects,9000
173,61185,19999,Cash,250
173,61186,31003,Teyseer Motors W.L.L,1710
M7,61187,19999,Cash,909
181,61188,10130,Khalifa Steel Industries Co,13747.25
M7,61189,19999,Cash,660
123,61190,19999,Cash,112.25
173,61191,19999,Cash,1351.23
M39,61192,19999,Cash,140
166,61193,19999,Cash,540
M7,61194,19999,Cash,180
M30,61195,19999,Cash,220
176,61196,19999,Cash,3085
173,61197,19999,Cash,130
176,61198,19999,Cash,980
M177,61199,31002,Black Arrow Trading & Services W.L.L.,5000
173,61200,19999,Cash,7263
173,61201,19999,Cash,42.56
173,61202,19999,Cash,90
M178,61203,31002,Black Arrow Trading & Services W.L.L.,5000
123,61204,19999,Cash,180
1111,61205,19999,Cash,460
181,61206,19999,Cash,990
169,61207,19999,Cash,240
175,61208,19999,Cash,660
M18,61209,19999,Cash,40
173,61210,10245,Don Construction Products - Qatar W.L.L,2650
M17,61211,19999,Cash,162.4
176,61212,19999,Cash,1095
181,61213,31037,AL HEMAYA INSURANCE BROKERAGE WLL,3000
M38,61214,30367,2M Trading & Contracting Co.,320
175,61215,19999,Cash,50
173,61216,19999,Cash,40
175,61217,19999,Cash,230
100,61218,11777,Computer Mart Trading,60
M163,61219,19999,Cash,280
M30,61220,11584,Sanipex Qatar,57999.9
173,61221,19999,Cash,104
176,61222,19999,Cash,498
100,61223,19999,Cash,150
M18,61224,19999,Cash,90
M18,61225,19999,Cash,65
M30,61227,19999,Cash,30
M163,61228,30141,Qatar Gas Group,14600
100,61229,19999,Cash,162.4
173,61230,19999,Cash,1179
100,61231,19999,Cash,1229
M39,61232,19999,Cash,150
181,61233,19999,Cash,110
181,61234,11541,Al Kuwaiti Stores W.L.L.,1280
M30,61236,11449,Qatar Pipeline & Fittings Co. W.L.L,7002
176,61237,19999,Cash,663
1111,61238,19999,Cash,360
M30,61239,10226,Al - Sahoo Trading Co.,23044
173,61240,19999,Cash,660
176,61241,19999,Cash,505.2
176,61242,19999,Cash,1027.04
M163,61243,31057,CHINAR GROUP CONTRACTING & TRADING WLL,16200
M30,61244,11496,FTC Qatar,4800.05
176,61245,19999,Cash,820
176,61246,19999,Cash,60
176,61247,19999,Cash,955
100,61248,11488,GoDo Delivery,14500
M30,61249,30305,Tadmur Trading and Contracting WLL,12000
166,61250,11541,Al Kuwaiti Stores W.L.L.,242.75
166,61251,11351,Jotun Paints Qatar,3150
100,61252,19999,Cash,1500
M7,61253,19999,Cash,45
173,61254,11298,Ooredoo Q.S.C,654
173,61255,11558,Vodafone Qatar,960
181,61256,11298,Ooredoo Q.S.C,654
129,61258,11311,Al Nada International Factory,1900
M18,61259,19999,Cash,380
123,61260,19999,Cash,92
181,61261,11600,Lamha Trading Co.,206
176,61262,19999,Cash,40
173,61263,19999,Cash,4120
M30,61264,11449,Qatar Pipeline & Fittings Co. W.L.L,0
122,61265,11600,Lamha Trading Co.,265
175,61266,11600,Lamha Trading Co.,3953
1061,61267,11317,Abdulla Al Emadi Trading Group,22500
175,61268,19999,Cash,950
100,61269,11325,Doha Modern Printing Press LTD.,175
176,61270,19999,Cash,950
169,61271,10245,Don Construction Products - Qatar W.L.L,250
123,61272,11304,SunTech Trading Co. W.L.L,1476
176,61273,10239,Abdel Latif,550
176,61277,19999,Cash,40
173,61278,19999,Cash,30
173,61279,19999,Cash,540
176,61280,19999,Cash,215
173,61281,19999,Cash,438
181,61282,19999,Cash,70
100,61283,19999,Cash,895
M39,61284,11600,Lamha Trading Co.,108
176,61285,19999,Cash,30
176,61286,30539,Vibrant Consultancy W.L.L,500
M39,61287,19999,Cash,140
173,61288,19999,Cash,30
M163,61289,19999,Cash,328
176,61290,19999,Cash,1946.75
181,61291,10151,Hilti Qatar W.L.L,814
176,61292,10245,Don Construction Products - Qatar W.L.L,960
176,61293,11608,Apollo Enterprises,5200
M177,61294,11755,Conserve Green Building and MEP Solutions W.L.L,45000
M178,61295,11622,FD Consult,65000
176,61296,19999,Cash,2132
173,61297,19999,Cash,3444
M7,61298,19999,Cash,164
181,61299,19999,Cash,164
M18,61300,19999,Cash,328
169,61301,19999,Cash,164
169,61302,19999,Cash,164
176,61303,19999,Cash,164
173,61304,19999,Cash,328
173,61305,19999,Cash,50
173,61306,19999,Cash,328
176,61307,19999,Cash,164
176,61308,19999,Cash,24
M39,61309,19999,Cash,300
176,61310,19999,Cash,470
173,61311,19999,Cash,1200
100,61312,19999,Cash,65
129,61313,19999,Cash,184
176,61314,11732,Nay Trading Co. W.L.L.,1972.3
176,61315,19999,Cash,44
100,61316,19999,Cash,1927
173,61317,11304,SunTech Trading Co. W.L.L,375
173,61318,11263,Expanded Metal Manufacturing Co. Ltd.,1110
173,61319,30122,Masa Access & Services WLL,35000
166,61320,11541,Al Kuwaiti Stores W.L.L.,780
166,61321,19999,Cash,220
173,61322,11732,Nay Trading Co. W.L.L.,717
1111,61323,19999,Cash,200
173,61325,19999,Cash,960
176,61326,11304,SunTech Trading Co. W.L.L,645
176,61327,11471,Grand Store Trading and Contracting,1320
1111,61328,11600,Lamha Trading Co.,756
100,61329,19999,Cash,6525
173,61330,19999,Cash,2370
1061,61331,19999,Cash,1450
173,61332,11254,New Tools and Bolts Trading,1665
173,61333,30540,Drillone Trading and Contracting WLL,5000
173,61334,30383,ABCO AM Equipment Trading W.L.L.,6500
129,61335,31019,Pledge Decoration W.L.L,45000
100,61336,11777,Computer Mart Trading,225
176,61337,19999,Cash,100
100,61338,19999,Cash,70
173,61339,19999,Cash,40
176,61340,19999,Cash,1260
181,61341,19999,Cash,35
1061,61342,19999,Cash,24
173,61343,19999,Cash,75
169,61344,19999,Cash,100
100,61345,19999,Cash,191.5
181,61346,10245,Don Construction Products - Qatar W.L.L,1005
176,61347,19999,Cash,250
M163,61348,30195,Britannic Water Treatment Co.,4800
147,61349,10239,Abdel Latif,1950
147,61350,19999,Cash,600
168,61351,30318,Aqua Proof Trading & Cotracting Co.,5000
137.19,61352,10126,Hempel Paints,1210.5
144,61353,10126,Hempel Paints,1711
176,61354,30370,Advanced Materials Company - Qatar L.L.C.,22785
M163,61355,11240,Qatar General Electricity & Water Corporation,8421
100,61356,19999,Cash,85.54
173,61357,11318,Aamal Cement Industries W.L.L,67550
176,61358,19999,Cash,1575
176,61359,19999,Cash,840.3
176,61360,19999,Cash,401.5
176,61361,11777,Computer Mart Trading,575
181,61362,19999,Cash,380
M17,61363,19999,Cash,168
173,61364,19999,Cash,65
176,61365,19999,Cash,23
176,61366,11732,Nay Trading Co. W.L.L.,323
173,61367,11859,Guangdong Topfan International Logistics Co.,59695.75
176,61368,11777,Computer Mart Trading,425
100,61369,10243,Al Obaidly Trading & Services W.L.L.,469
176,61370,30379,Granity Marble & Granite W.L.L.,24368
100,61371,11251,E-Government,2480
137.19,61372,11251,E-Government,1220
144,61373,11251,E-Government,3760
173,61374,11251,E-Government,18350
176,61375,11251,E-Government,14960
181,61376,11251,E-Government,1220
M18,61377,11251,E-Government,560
M22,61378,11251,E-Government,2200
M26,61379,11251,E-Government,2200
M38,61380,11251,E-Government,400
M35,61381,11251,E-Government,9140
M4,61382,11251,E-Government,100
M4,61383,19999,Cash,85.53
100,61384,11251,E-Government,500
123,61385,11251,E-Government,300
1111,61386,11251,E-Government,200
173,61387,11251,E-Government,1100
M39,61390,17786,Dynamic Design Engineering Consulting,2500
175,61391,11251,E-Government,100
176,61392,11251,E-Government,200
181,61393,11251,E-Government,100
M1,61394,11251,E-Government,520
M4,61395,11251,E-Government,1750
1061,61396,11237,Aslak Trading & General Contracting,1413
1061,61397,19999,Cash,280
M18,61398,11251,E-Government,100
M22,61399,11251,E-Government,600
M26,61400,11251,E-Government,875
M35,61401,11251,E-Government,400
166,61402,30393,Dream Glass Trading & Contracting W.L.L,1600
M163,61403,11440,Arabi Company - Qatar W.L.L,475
100,61404,30367,2M Trading & Contracting Co.,3900
173,61405,19999,Cash,750
181,61406,10245,Don Construction Products - Qatar W.L.L,435
147,61407,11528,Aamal Readymix W.L.L.,3900.5
M30,61408,10133,Mohd. Yousuf Kafood & Sons. Trad. & Cont. Co.,23670
181,61409,19999,Cash,400
173,61410,10245,Don Construction Products - Qatar W.L.L,1550
173,61411,11732,Nay Trading Co. W.L.L.,185
173,61412,17777,Qatar Aerated Concrete Industries Co. W.L.L.,91760.6
100,61413,19999,Cash,993
173,61414,11732,Nay Trading Co. W.L.L.,2804.5
176,61416,19999,Cash,820
176,61417,11732,Nay Trading Co. W.L.L.,875
M7,61418,19999,Cash,30
169,61419,19999,Cash,164
M30,61420,19999,Cash,11930
M163,61421,19999,Cash,201
175,61422,19999,Cash,164
181,61423,19999,Cash,164
166,61424,19999,Cash,190
176,61425,11777,Computer Mart Trading,280
100,61426,11488,GoDo Delivery,14500
100,61428,31003,Teyseer Motors W.L.L,1280
M163,61429,30576,GULF HYGIENE,5475
100,61430,19999,Cash,200
181,61431,10130,Khalifa Steel Industries Co,30910
169,61432,10245,Don Construction Products - Qatar W.L.L,320
100,61433,19999,Cash,338
1061,61434,19999,Cash,280
100,61435,19999,Cash,405.25
176,61436,11832,Casting Trading Contracting & Services,1800
173,61437,11860,First Dhaka Trad. Cont. Cleaning & Hospitality,84000
173,61438,19999,Cash,360
181,61439,11285,Olive Office Trading,320
173,61440,11285,Olive Office Trading,3960
176,61441,11285,Olive Office Trading,520
166,61442,11285,Olive Office Trading,280
173,61443,11732,Nay Trading Co. W.L.L.,2135
176,61444,11732,Nay Trading Co. W.L.L.,350
181,61445,11732,Nay Trading Co. W.L.L.,315
173,61446,19999,Cash,120
166,61447,11732,Nay Trading Co. W.L.L.,500
176,61448,19999,Cash,130
1061,61449,19999,Cash,350
173,61450,19999,Cash,40
100,61451,19999,Cash,10
100,61452,19999,Cash,20
169,61453,11536,Nabina Ceramic,737.89
173,61454,30540,Drillone Trading and Contracting WLL,2125
173,61455,17765,Al Attiya Motors and Trading Co.,5295.97
181,61456,17765,Al Attiya Motors and Trading Co.,198.33
M18,61457,17765,Al Attiya Motors and Trading Co.,158.66
169,61458,17765,Al Attiya Motors and Trading Co.,475.98
181,61459,10245,Don Construction Products - Qatar W.L.L,810
175,61460,17765,Al Attiya Motors and Trading Co.,634.64
176,61462,17765,Al Attiya Motors and Trading Co.,1436.68
176,61463,11732,Nay Trading Co. W.L.L.,420
176,61464,11237,Aslak Trading & General Contracting,445
